percentage_of_viral_covered_retweet_count,nb_of_tweets_labeled_as_viral_retweet_count,thresholds_retweet_count
0.9761904761904762,15109,2289.892589258926
0.9751984126984127,15067,2299.5112511251127
0.9751984126984127,15019,2309.129912991299
0.9751984126984127,14993,2318.7485748574854
0.9751984126984127,14956,2328.3672367236722
0.9751984126984127,14923,2337.985898589859
0.9751984126984127,14886,2347.604560456046
0.9751984126984127,14845,2357.2232223222322
0.9751984126984127,14815,2366.8418841884186
0.9751984126984127,14778,2376.4605460546054
0.9742063492063492,14740,2386.079207920792
0.9742063492063492,14705,2395.697869786979
0.9742063492063492,14681,2405.3165316531654
0.9742063492063492,14651,2414.9351935193517
0.9742063492063492,14612,2424.5538553855386
0.9732142857142857,14560,2434.1725172517254
0.9732142857142857,14533,2443.7911791179117
0.9732142857142857,14486,2453.4098409840985
0.9732142857142857,14443,2463.028502850285
0.9732142857142857,14408,2472.6471647164717
0.9732142857142857,14374,2482.2658265826585
0.9732142857142857,14341,2491.884488448845
0.9732142857142857,14314,2501.5031503150312
0.9732142857142857,14279,2511.121812181218
0.9732142857142857,14244,2520.740474047405
0.9732142857142857,14207,2530.3591359135917
0.9722222222222222,14175,2539.977797779778
0.9722222222222222,14138,2549.5964596459644
0.9722222222222222,14103,2559.215121512151
0.9722222222222222,14068,2568.833783378338
0.9722222222222222,14021,2578.4524452445244
0.9722222222222222,13981,2588.071107110711
0.9722222222222222,13959,2597.6897689768975
0.9722222222222222,13927,2607.3084308430844
0.9722222222222222,13901,2616.927092709271
0.9712301587301587,13873,2626.5457545754575
0.9702380952380952,13842,2636.164416441644
0.9702380952380952,13812,2645.7830783078307
0.9702380952380952,13782,2655.4017401740175
0.9702380952380952,13755,2665.0204020402043
0.9702380952380952,13729,2674.6390639063907
0.9702380952380952,13695,2684.257725772577
0.9702380952380952,13669,2693.876387638764
0.9702380952380952,13636,2703.4950495049507
0.9692460317460317,13604,2713.1137113711375
0.9682539682539683,13579,2722.732373237324
0.9682539682539683,13545,2732.35103510351
0.9682539682539683,13500,2741.969696969697
0.9682539682539683,13466,2751.588358835884
0.9682539682539683,13421,2761.20702070207
0.9682539682539683,13396,2770.8256825682565
0.9682539682539683,13369,2780.4443444344433
0.9682539682539683,13333,2790.06300630063
0.9672619047619048,13305,2799.681668166817
0.9652777777777778,13273,2809.3003300330033
0.9652777777777778,13253,2818.9189918991897
0.9642857142857143,13210,2828.5376537653765
0.9642857142857143,13182,2838.1563156315633
0.9603174603174603,13149,2847.7749774977497
0.9603174603174603,13115,2857.3936393639365
0.9603174603174603,13083,2867.012301230123
0.9603174603174603,13046,2876.6309630963096
0.9603174603174603,13021,2886.2496249624965
0.9603174603174603,12996,2895.868286828683
0.9603174603174603,12960,2905.4869486948696
0.9603174603174603,12932,2915.105610561056
0.9603174603174603,12905,2924.724272427243
0.9593253968253969,12878,2934.342934293429
0.9593253968253969,12849,2943.961596159616
0.9593253968253969,12824,2953.580258025803
0.9583333333333334,12788,2963.198919891989
0.9573412698412699,12767,2972.817581758176
0.9573412698412699,12742,2982.4362436243623
0.9563492063492064,12708,2992.054905490549
0.9563492063492064,12686,3001.6735673567355
0.9553571428571429,12650,3011.2922292229223
0.9543650793650794,12619,3020.910891089109
0.9543650793650794,12599,3030.5295529552955
0.9533730158730159,12560,3040.1482148214823
0.9533730158730159,12532,3049.7668766876686
0.9533730158730159,12507,3059.3855385538554
0.9523809523809523,12474,3069.0042004200423
0.9513888888888888,12459,3078.6228622862286
0.9503968253968254,12439,3088.2415241524154
0.9494047619047619,12408,3097.860186018602
0.9494047619047619,12383,3107.4788478847886
0.9484126984126984,12347,3117.097509750975
0.9474206349206349,12327,3126.7161716171618
0.9464285714285714,12294,3136.3348334833486
0.9464285714285714,12272,3145.953495349535
0.9454365079365079,12248,3155.5721572157217
0.9454365079365079,12212,3165.190819081908
0.9454365079365079,12189,3174.809480948095
0.9454365079365079,12154,3184.4281428142813
0.9454365079365079,12129,3194.046804680468
0.9454365079365079,12114,3203.665466546655
0.9454365079365079,12090,3213.2841284128413
0.9434523809523809,12058,3222.902790279028
0.9424603174603174,12025,3232.5214521452144
0.9424603174603174,12003,3242.1401140114012
0.9424603174603174,11990,3251.7587758775876
0.9424603174603174,11968,3261.3774377437744
0.9424603174603174,11937,3270.996099609961
0.9424603174603174,11917,3280.6147614761476
0.9424603174603174,11891,3290.2334233423344
0.941468253968254,11868,3299.8520852085207
0.941468253968254,11840,3309.4707470747076
0.941468253968254,11806,3319.089408940894
0.9404761904761905,11780,3328.7080708070807
0.9404761904761905,11741,3338.3267326732675
0.9404761904761905,11715,3347.945394539454
0.939484126984127,11690,3357.5640564056407
0.939484126984127,11666,3367.182718271827
0.9384920634920635,11639,3376.801380138014
0.9384920634920635,11619,3386.4200420042002
0.9384920634920635,11601,3396.038703870387
0.9375,11581,3405.657365736574
0.9375,11565,3415.27602760276
0.9375,11545,3424.894689468947
0.9375,11516,3434.5133513351334
0.9365079365079365,11488,3444.13201320132
0.935515873015873,11468,3453.7506750675066
0.935515873015873,11445,3463.3693369336934
0.935515873015873,11430,3472.98799879988
0.9345238095238095,11411,3482.6066606660665
0.933531746031746,11386,3492.2253225322534
0.9325396825396826,11366,3501.8439843984397
0.9315476190476191,11339,3511.4626462646265
0.9315476190476191,11314,3521.0813081308133
0.9305555555555556,11292,3530.6999699969997
0.9305555555555556,11271,3540.3186318631865
0.9305555555555556,11247,3549.937293729373
0.9275793650793651,11213,3559.5559555955597
0.9265873015873016,11191,3569.174617461746
0.9265873015873016,11178,3578.793279327933
0.9246031746031746,11156,3588.4119411941197
0.9236111111111112,11120,3598.030603060306
0.9236111111111112,11094,3607.649264926493
0.9236111111111112,11064,3617.267926792679
0.9236111111111112,11040,3626.886588658866
0.9216269841269841,11024,3636.5052505250524
0.9216269841269841,11011,3646.123912391239
0.9206349206349206,10987,3655.742574257426
0.9196428571428571,10960,3665.3612361236123
0.9186507936507936,10940,3674.979897989799
0.9186507936507936,10905,3684.5985598559855
0.9186507936507936,10885,3694.2172217221723
0.9176587301587301,10863,3703.8358835883587
0.9176587301587301,10845,3713.4545454545455
0.9156746031746031,10820,3723.0732073207323
0.9146825396825397,10802,3732.6918691869187
0.9146825396825397,10773,3742.3105310531055
0.9146825396825397,10757,3751.929192919292
0.9146825396825397,10740,3761.5478547854786
0.9146825396825397,10714,3771.166516651665
0.9146825396825397,10692,3780.785178517852
0.9136904761904762,10674,3790.4038403840386
0.9126984126984127,10659,3800.022502250225
0.9117063492063492,10646,3809.641164116412
0.9117063492063492,10632,3819.259825982598
0.9117063492063492,10606,3828.878487848785
0.9117063492063492,10590,3838.4971497149713
0.9117063492063492,10569,3848.115811581158
0.9107142857142857,10543,3857.734473447345
0.9107142857142857,10524,3867.3531353135313
0.9107142857142857,10497,3876.971797179718
0.9087301587301587,10474,3886.5904590459045
0.9087301587301587,10455,3896.2091209120913
0.9077380952380952,10438,3905.8277827782777
0.9077380952380952,10423,3915.4464446444645
0.9077380952380952,10402,3925.0651065106513
0.9067460317460317,10389,3934.6837683768376
0.9057539682539683,10366,3944.3024302430244
0.9037698412698413,10343,3953.921092109211
0.9027777777777778,10324,3963.5397539753976
0.9017857142857143,10303,3973.158415841584
0.9017857142857143,10278,3982.777077707771
0.9017857142857143,10254,3992.3957395739576
0.9017857142857143,10234,4002.014401440144
0.8998015873015873,10210,4011.6330633063308
0.8958333333333334,10181,4021.251725172517
0.8958333333333334,10165,4030.870387038704
0.8958333333333334,10146,4040.4890489048908
0.8958333333333334,10125,4050.107710771077
0.8938492063492064,10103,4059.726372637264
0.8938492063492064,10087,4069.3450345034503
0.8918650793650794,10074,4078.963696369637
0.8898809523809523,10056,4088.5823582358234
0.8888888888888888,10036,4098.20102010201
0.8878968253968254,10014,4107.819681968197
0.8869047619047619,9987,4117.438343834383
0.8869047619047619,9972,4127.05700570057
0.8869047619047619,9954,4136.675667566757
0.8869047619047619,9940,4146.294329432943
0.8869047619047619,9916,4155.91299129913
0.8859126984126984,9881,4165.531653165317
0.8859126984126984,9864,4175.150315031504
0.8859126984126984,9847,4184.76897689769
0.8849206349206349,9819,4194.387638763877
0.8839285714285714,9799,4204.0063006300625
0.8829365079365079,9778,4213.624962496249
0.8819444444444444,9759,4223.243624362436
0.8819444444444444,9741,4232.862286228623
0.8809523809523809,9713,4242.48094809481
0.8809523809523809,9695,4252.0996099609965
0.8809523809523809,9681,4261.718271827183
0.8809523809523809,9660,4271.336933693369
0.8809523809523809,9634,4280.955595559556
0.8809523809523809,9619,4290.574257425742
0.8809523809523809,9601,4300.192919291929
0.8809523809523809,9586,4309.811581158116
0.8809523809523809,9576,4319.430243024302
0.8809523809523809,9558,4329.048904890489
0.8799603174603174,9546,4338.667566756676
0.878968253968254,9525,4348.286228622863
0.878968253968254,9508,4357.904890489049
0.8779761904761905,9482,4367.523552355236
0.8779761904761905,9467,4377.142214221422
0.876984126984127,9448,4386.760876087608
0.876984126984127,9433,4396.379537953795
0.8759920634920635,9422,4405.998199819982
0.8740079365079365,9404,4415.616861686169
0.873015873015873,9383,4425.2355235523555
0.873015873015873,9363,4434.854185418542
0.8720238095238095,9347,4444.472847284729
0.871031746031746,9327,4454.091509150915
0.871031746031746,9309,4463.710171017102
0.8700396825396826,9287,4473.328832883288
0.8700396825396826,9274,4482.947494749475
0.8690476190476191,9255,4492.566156615661
0.8680555555555556,9240,4502.184818481848
0.8680555555555556,9219,4511.803480348035
0.8680555555555556,9194,4521.422142214222
0.8680555555555556,9176,4531.040804080409
0.8680555555555556,9159,4540.6594659465945
0.8670634920634921,9143,4550.278127812781
0.8660714285714286,9133,4559.896789678968
0.8650793650793651,9116,4569.515451545154
0.8650793650793651,9102,4579.134113411341
0.8640873015873016,9091,4588.752775277528
0.8640873015873016,9077,4598.3714371437145
0.8630952380952381,9058,4607.990099009901
0.8621031746031746,9041,4617.608760876088
0.8591269841269841,9026,4627.227422742275
0.8591269841269841,9015,4636.846084608461
0.8581349206349206,9004,4646.464746474648
0.8581349206349206,8990,4656.083408340834
0.8571428571428571,8977,4665.70207020702
0.8571428571428571,8964,4675.320732073207
0.8561507936507936,8946,4684.939393939394
0.8561507936507936,8936,4694.558055805581
0.8561507936507936,8922,4704.176717671768
0.8561507936507936,8909,4713.795379537954
0.8561507936507936,8888,4723.41404140414
0.8561507936507936,8872,4733.032703270327
0.8551587301587301,8861,4742.651365136513
0.8541666666666666,8840,4752.2700270027
0.8531746031746031,8828,4761.888688868887
0.8531746031746031,8815,4771.5073507350735
0.8531746031746031,8795,4781.12601260126
0.8531746031746031,8785,4790.744674467447
0.8511904761904762,8764,4800.363336333634
0.8511904761904762,8749,4809.98199819982
0.8482142857142857,8732,4819.600660066007
0.8482142857142857,8714,4829.219321932193
0.8482142857142857,8703,4838.837983798379
0.8472222222222222,8691,4848.456645664566
0.8472222222222222,8673,4858.075307530753
0.8472222222222222,8657,4867.69396939694
0.8472222222222222,8640,4877.312631263127
0.8472222222222222,8622,4886.931293129313
0.8472222222222222,8606,4896.549954995499
0.8462301587301587,8590,4906.168616861686
0.8462301587301587,8577,4915.787278727873
0.8442460317460317,8567,4925.40594059406
0.8442460317460317,8553,4935.024602460246
0.8432539682539683,8539,4944.6432643264325
0.8432539682539683,8525,4954.261926192619
0.8412698412698413,8514,4963.880588058806
0.8392857142857143,8498,4973.499249924993
0.8382936507936508,8474,4983.117911791179
0.8382936507936508,8461,4992.736573657366
0.8382936507936508,8443,5002.355235523552
0.8382936507936508,8427,5011.973897389739
0.8382936507936508,8413,5021.592559255926
0.8373015873015873,8398,5031.211221122112
0.8373015873015873,8385,5040.829882988299
0.8373015873015873,8367,5050.448544854486
0.8363095238095238,8349,5060.067206720672
0.8353174603174603,8336,5069.685868586858
0.8353174603174603,8328,5079.304530453045
0.8353174603174603,8320,5088.923192319232
0.8343253968253969,8305,5098.541854185419
0.8343253968253969,8295,5108.160516051606
0.8343253968253969,8280,5117.7791779177915
0.8333333333333334,8266,5127.397839783978
0.8303571428571429,8248,5137.016501650165
0.8293650793650794,8237,5146.635163516352
0.8263888888888888,8220,5156.253825382539
0.8244047619047619,8206,5165.872487248725
0.8234126984126984,8193,5175.491149114911
0.8234126984126984,8177,5185.109810981098
0.8234126984126984,8167,5194.728472847285
0.8224206349206349,8153,5204.347134713471
0.8214285714285714,8141,5213.965796579658
0.8214285714285714,8133,5223.584458445845
0.8214285714285714,8121,5233.203120312031
0.8214285714285714,8110,5242.821782178218
0.8204365079365079,8097,5252.440444044404
0.8204365079365079,8075,5262.059105910591
0.8204365079365079,8066,5271.677767776778
0.8204365079365079,8056,5281.2964296429645
0.8204365079365079,8045,5290.915091509151
0.8184523809523809,8037,5300.533753375337
0.8174603174603174,8022,5310.152415241524
0.8154761904761905,8009,5319.771077107711
0.8134920634920635,8003,5329.389738973898
0.8134920634920635,7995,5339.0084008400845
0.8134920634920635,7987,5348.62706270627
0.8134920634920635,7972,5358.245724572457
0.8134920634920635,7965,5367.864386438644
0.8125,7950,5377.483048304831
0.8095238095238095,7936,5387.101710171017
0.8095238095238095,7924,5396.720372037204
0.808531746031746,7915,5406.33903390339
0.808531746031746,7904,5415.957695769577
0.808531746031746,7894,5425.576357635764
0.8075396825396826,7879,5435.19501950195
0.8065476190476191,7869,5444.813681368137
0.8045634920634921,7855,5454.4323432343235
0.8045634920634921,7842,5464.05100510051
0.8045634920634921,7831,5473.669666966697
0.8025793650793651,7821,5483.288328832883
0.8025793650793651,7807,5492.90699069907
0.8015873015873016,7795,5502.525652565257
0.8015873015873016,7784,5512.1443144314435
0.8015873015873016,7779,5521.762976297629
0.8005952380952381,7769,5531.381638163816
0.8005952380952381,7762,5541.000300030003
0.7996031746031746,7751,5550.61896189619
0.7996031746031746,7743,5560.237623762377
0.7996031746031746,7734,5569.856285628563
0.7996031746031746,7723,5579.474947494749
0.7986111111111112,7712,5589.093609360936
0.7986111111111112,7707,5598.712271227123
0.7966269841269841,7694,5608.33093309331
0.7966269841269841,7682,5617.949594959496
0.7956349206349206,7674,5627.5682568256825
0.7946428571428571,7661,5637.186918691869
0.7946428571428571,7652,5646.805580558056
0.7946428571428571,7641,5656.424242424242
0.7946428571428571,7631,5666.042904290429
0.7946428571428571,7621,5675.661566156616
0.7946428571428571,7604,5685.2802280228025
0.7936507936507936,7597,5694.898889888989
0.7926587301587301,7583,5704.517551755175
0.7926587301587301,7568,5714.136213621362
0.7916666666666666,7556,5723.754875487549
0.7916666666666666,7549,5733.373537353736
0.7916666666666666,7547,5742.992199219922
0.7916666666666666,7533,5752.610861086108
0.7906746031746031,7521,5762.229522952295
0.7886904761904762,7512,5771.848184818482
0.7876984126984127,7498,5781.466846684669
0.7876984126984127,7487,5791.085508550856
0.7876984126984127,7474,5800.7041704170415
0.7867063492063492,7465,5810.322832283228
0.7857142857142857,7449,5819.941494149415
0.7827380952380952,7435,5829.560156015602
0.7817460317460317,7427,5839.178817881788
0.7807539682539683,7415,5848.797479747975
0.7777777777777778,7399,5858.4161416141615
0.7777777777777778,7394,5868.034803480348
0.7777777777777778,7384,5877.653465346535
0.7777777777777778,7372,5887.272127212721
0.7777777777777778,7366,5896.890789078908
0.7777777777777778,7353,5906.509450945095
0.7777777777777778,7337,5916.128112811281
0.7777777777777778,7328,5925.746774677468
0.7767857142857143,7311,5935.365436543654
0.7767857142857143,7301,5944.984098409841
0.7767857142857143,7293,5954.602760276028
0.7767857142857143,7289,5964.221422142215
0.7757936507936508,7283,5973.8400840084005
0.7757936507936508,7273,5983.458745874587
0.7748015873015873,7257,5993.077407740774
0.7748015873015873,7244,6002.696069606961
0.7738095238095238,7231,6012.314731473148
0.7718253968253969,7219,6021.933393339334
0.7718253968253969,7205,6031.55205520552
0.7718253968253969,7196,6041.170717071707
0.7708333333333334,7181,6050.789378937894
0.7708333333333334,7167,6060.408040804081
0.7698412698412699,7153,6070.026702670267
0.7698412698412699,7144,6079.645364536454
0.7698412698412699,7136,6089.26402640264
0.7698412698412699,7128,6098.882688268827
0.7698412698412699,7116,6108.501350135013
0.7698412698412699,7111,6118.1200120012
0.7698412698412699,7106,6127.738673867387
0.7688492063492064,7098,6137.357335733574
0.7688492063492064,7088,6146.97599759976
0.7678571428571429,7072,6156.594659465946
0.7668650793650794,7062,6166.213321332133
0.7658730158730159,7052,6175.83198319832
0.7658730158730159,7043,6185.450645064507
0.7658730158730159,7036,6195.0693069306935
0.7648809523809523,7021,6204.687968796879
0.7638888888888888,7010,6214.306630663066
0.7638888888888888,6998,6223.925292529253
0.7638888888888888,6987,6233.54395439544
0.7638888888888888,6984,6243.162616261627
0.7638888888888888,6976,6252.781278127813
0.7599206349206349,6961,6262.399939993999
0.7599206349206349,6952,6272.018601860186
0.7599206349206349,6941,6281.637263726373
0.7599206349206349,6931,6291.255925592559
0.7579365079365079,6922,6300.874587458746
0.7579365079365079,6912,6310.493249324933
0.7579365079365079,6899,6320.111911191119
0.7569444444444444,6886,6329.730573057306
0.7569444444444444,6875,6339.349234923492
0.7559523809523809,6867,6348.967896789679
0.7559523809523809,6855,6358.586558655866
0.7549603174603174,6843,6368.2052205220525
0.7549603174603174,6830,6377.823882388239
0.7549603174603174,6821,6387.442544254425
0.7549603174603174,6810,6397.061206120612
0.7549603174603174,6803,6406.679867986799
0.753968253968254,6790,6416.298529852986
0.753968253968254,6780,6425.917191719172
0.7509920634920635,6768,6435.535853585358
0.7509920634920635,6755,6445.154515451545
0.7509920634920635,6749,6454.773177317732
0.75,6742,6464.391839183919
0.75,6733,6474.010501050105
0.748015873015873,6728,6483.6291629162915
0.748015873015873,6720,6493.247824782478
0.748015873015873,6713,6502.866486648665
0.748015873015873,6702,6512.485148514852
0.748015873015873,6695,6522.103810381038
0.748015873015873,6685,6531.722472247225
0.748015873015873,6675,6541.3411341134115
0.7470238095238095,6667,6550.959795979598
0.7450396825396826,6660,6560.578457845784
0.7440476190476191,6638,6570.197119711971
0.7440476190476191,6630,6579.815781578158
0.7440476190476191,6607,6589.434443444345
0.7440476190476191,6602,6599.0531053105315
0.7440476190476191,6593,6608.671767176717
0.7440476190476191,6582,6618.290429042904
0.7440476190476191,6577,6627.909090909091
0.7440476190476191,6572,6637.527752775278
0.7420634920634921,6561,6647.146414641465
0.7420634920634921,6545,6656.7650765076505
0.7420634920634921,6534,6666.383738373837
0.7410714285714286,6524,6676.002400240024
0.7400793650793651,6515,6685.621062106211
0.7400793650793651,6508,6695.239723972397
0.7400793650793651,6494,6704.858385838584
0.7400793650793651,6484,6714.4770477047705
0.7400793650793651,6476,6724.095709570957
0.7371031746031746,6471,6733.714371437144
0.7331349206349206,6461,6743.33303330333
0.7321428571428571,6453,6752.951695169517
0.7311507936507936,6444,6762.570357035704
0.7311507936507936,6438,6772.18901890189
0.7301587301587301,6430,6781.807680768077
0.7291666666666666,6421,6791.426342634263
0.7291666666666666,6412,6801.04500450045
0.7291666666666666,6404,6810.663666366637
0.7281746031746031,6398,6820.282328232824
0.7271825396825397,6386,6829.90099009901
0.7271825396825397,6380,6839.519651965196
0.7261904761904762,6375,6849.138313831383
0.7251984126984127,6372,6858.75697569757
0.7251984126984127,6362,6868.375637563757
0.7232142857142857,6356,6877.994299429943
0.7232142857142857,6341,6887.6129612961295
0.7232142857142857,6330,6897.231623162316
0.7202380952380952,6320,6906.850285028503
0.7192460317460317,6310,6916.46894689469
0.7182539682539683,6300,6926.087608760876
0.7182539682539683,6288,6935.706270627063
0.7182539682539683,6278,6945.324932493249
0.7172619047619048,6270,6954.943594359436
0.7172619047619048,6266,6964.562256225623
0.7162698412698413,6254,6974.180918091809
0.7152777777777778,6247,6983.799579957996
0.7142857142857143,6239,6993.418241824183
0.7132936507936508,6232,7003.036903690369
0.7132936507936508,6229,7012.655565556555
0.7123015873015873,6224,7022.274227422742
0.7123015873015873,6212,7031.892889288929
0.7113095238095238,6200,7041.511551155116
0.7113095238095238,6190,7051.130213021303
0.7113095238095238,6180,7060.7488748874885
0.7103174603174603,6176,7070.367536753675
0.7103174603174603,6164,7079.986198619862
0.7103174603174603,6155,7089.604860486049
0.7093253968253969,6145,7099.223522352236
0.7083333333333334,6134,7108.842184218422
0.7073412698412699,6123,7118.460846084608
0.7063492063492064,6112,7128.079507950795
0.7063492063492064,6104,7137.698169816982
0.7063492063492064,6094,7147.316831683168
0.7043650793650794,6085,7156.935493549355
0.7023809523809523,6074,7166.554155415542
0.7023809523809523,6065,7176.172817281728
0.7013888888888888,6053,7185.791479147915
0.7003968253968254,6049,7195.410141014101
0.6994047619047619,6039,7205.028802880288
0.6994047619047619,6029,7214.647464746475
0.6984126984126984,6016,7224.2661266126615
0.6974206349206349,6013,7233.884788478848
0.6964285714285714,6002,7243.503450345034
0.6954365079365079,5994,7253.122112211221
0.6934523809523809,5990,7262.740774077408
0.6934523809523809,5986,7272.359435943595
0.6924603174603174,5978,7281.9780978097815
0.6924603174603174,5969,7291.596759675967
0.691468253968254,5961,7301.215421542154
0.691468253968254,5956,7310.834083408341
0.6904761904761905,5945,7320.452745274528
0.6904761904761905,5937,7330.071407140714
0.6904761904761905,5925,7339.690069006901
0.689484126984127,5912,7349.308730873087
0.6884920634920635,5907,7358.927392739274
0.6884920634920635,5899,7368.546054605461
0.6865079365079365,5889,7378.164716471647
0.6865079365079365,5881,7387.783378337834
