tpr,new_tweets,threshold,fpr,fpr2
0.0009920634920634,1,0.1110177516201285,3.1287642945418706e-06,7.367958810163067e-07
0.0109126984126984,14,0.0458136629133554,4.380270012358619e-05,1.0315142334228295e-05
0.0208333333333333,31,0.0305420201938555,9.699169313079799e-05,2.284067231150551e-05
0.0307539682539682,58,0.0211584469416017,0.0001814683290834285,4.273416109894579e-05
0.0406746031746031,87,0.0172859102583349,0.00027220249362514275,6.410124164841868e-05
0.050595238095238,128,0.013160342533035,0.00040048182970135943,9.430987277008726e-05
0.060515873015873,181,0.0106189425333306,0.0005663063373120786,0.00013336005446395153
0.0704365079365079,274,0.0082195927599472,0.0008572814167044726,0.00020188207139846805
0.0803571428571428,350,0.0074260070425938,0.0010950675030896547,0.0002578785583557074
0.0902777777777777,451,0.0064240020967853,0.0014110726968383836,0.00033229494233835433
0.1001984126984127,520,0.0058630374952952,0.0016269574331617728,0.00038313385812847954
0.1101190476190476,548,0.0055695733498176,0.0017145628334089451,0.0004037641427969361
0.1200396825396825,670,0.0050640430518192,0.0020962720773430536,0.0004936532402809255
0.1299603174603174,822,0.0044397680804404,0.0025718442501134176,0.0006056462141954042
0.1398809523809523,939,0.0040877025472988,0.0029379096725748164,0.0006918513322743121
0.1507936507936507,1139,0.0036561499334258,0.003563662531483191,0.0008392105084775734
0.1607142857142857,1401,0.0033397443279497,0.004383398776653161,0.0010322510293038457
0.1706349206349206,1624,0.0030947814200735,0.005081113214335998,0.0011965565107704822
0.1805555555555555,2070,0.0026847167747472,0.006476542089701672,0.001525167473703755
0.1904761904761904,2303,0.0024974390206845,0.0072055441703299285,0.0016968409139805545
0.2003968253968254,2658,0.0022891258443659,0.008316255494892292,0.001958403451741343
0.2103174603174603,2985,0.0021472681131348,0.009339361419207484,0.0021993357048336755
0.2202380952380952,3242,0.0020431615576899,0.010143453842904744,0.0023886922462548667
0.2301587301587301,3623,0.0019049409638422,0.011335513039125198,0.0026694114769220795
0.2400793650793651,4018,0.0017638702239982,0.012571374935469237,0.002960445849923521
0.25,4524,0.0016339688981287,0.014154529668507424,0.003333264565717772
0.2599206349206349,4872,0.0015278241082717,0.015243339643007994,0.0035896695323114464
0.2698412698412698,5224,0.0014599380842198,0.016344664674686732,0.0038490216824291867
0.2797619047619047,6015,0.0013358734220584,0.01881951723166935,0.004431827224313086
0.2906746031746032,6705,0.0012345399503041,0.020978364594903244,0.0049402163822143364
0.3005952380952381,6991,0.0011997293930759,0.021873191183142217,0.005150940004185001
0.310515873015873,7611,0.001133266050563,0.023813025045758177,0.005607753450415111
0.3204365079365079,8209,0.0010706819674658,0.025684026093894217,0.006048357387262862
0.3303571428571428,8697,0.0010318295150289,0.02721086306963065,0.0064079137771988195
0.3402777777777778,9730,0.0009582618477334,0.0304428765858924,0.007169023922288665
0.3501984126984127,10089,0.0009323687651642,0.03156610296763293,0.007433533643573519
0.3601190476190476,10941,0.0008840972038673,0.03423181014658261,0.008061283734199412
0.3700396825396825,11298,0.0008656145917666,0.03534877899973406,0.008324319863722235
0.3799603174603174,11952,0.0008387869121772,0.03739499084836444,0.008806184369906898
0.3898809523809524,12745,0.00080268212817,0.03987610093393614,0.00939046350355283
0.3998015873015873,13622,0.0007683790460187,0.042620027220249365,0.01003663349120413
0.4097222222222222,14806,0.0007321509024842,0.04632448414498694,0.010908999814327438
0.4196428571428571,15421,0.0007106285418656,0.048248674186130186,0.011362129281152466
0.4305555555555556,15822,0.000696980606374,0.04950330866824148,0.011657584429440006
0.4404761904761904,16628,0.0006743321938094,0.05202509268964223,0.012251441909539149
0.4503968253968254,17340,0.00065250692733,0.05425277286735604,0.012776040576822759
0.4603174603174603,18354,0.0006301131324195,0.057425339862021495,0.013523151600173294
0.4702380952380952,19552,0.0006047211659253,0.061173599486882654,0.01440583306563083
0.4801587301587302,20284,0.0005895765740513,0.0634638549504873,0.014945167650534767
0.490079365079365,21566,0.000564702192227,0.06747493077608999,0.015889739969997672
0.5,23032,0.0005395738872296,0.07206169923188836,0.016969882731567576
0.5099206349206349,24228,0.0005212916903156,0.07580370132816044,0.01785109060526308
0.5198412698412699,25296,0.0005061834084447,0.07914522159473115,0.018637988606188496
0.5297619047619048,26013,0.0004976799255063,0.08138854559391769,0.019166271252877187
0.5396825396825397,26667,0.0004876764751834,0.08343475744254807,0.019648135759061852
0.5496031746031746,28535,0.0004681204083387,0.08927928914475228,0.021024470464800313
0.5595238095238095,29882,0.0004524594289673,0.09349373464950018,0.02201693451652928
0.5694444444444444,31354,0.0004371937638723,0.09809927569106582,0.023101498053385284
0.5803571428571429,32866,0.000426354196908,0.10282996730441313,0.02421553342548194
0.5902777777777778,34629,0.0004112004488701,0.10834597875569044,0.025514504563713687
0.6001984126984127,36276,0.0003980419371793,0.1134990535488009,0.026728007379747544
0.6101190476190477,37806,0.0003870781771608,0.11828606291944996,0.027855305077702494
0.6200396825396826,39620,0.0003748698230899,0.12396164134974892,0.029191852805866073
0.6299603174603174,41027,0.0003649463454591,0.12836381271216932,0.03022852461045602
0.6398809523809523,42099,0.0003569193584129,0.1317178480359182,0.0310183697949055
0.6498015873015873,42986,0.0003511657214206,0.13449306196517685,0.03167190774136696
0.6597222222222222,44674,0.0003421251688588,0.13977441609436353,0.03291561918852249
0.6696428571428571,47808,0.0003263702632609,0.14957996339345775,0.035224737479627594
0.6795634920634921,49826,0.0003164125508853,0.15589380973984324,0.0367115915675185
